house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,verificationDate,description,SecurityDeposit,Status
2 BHK Apartment,"1,200 sq ft",Kharadi,Pune,19.01207924,73.17311096,52000,INR,2,Posted 2 days ago,It is an unfurnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details.," 2,00,000",Unfurnished
1 BHK Apartment,450 sq ft,Dhayari,Pune,19.11757851,72.99465179,23000,INR,1,Posted 3 days ago,"Well designed 1 bhk multistorey apartment is available at a prime location in Megh malhar. It has a built-up area of 450 sqft and is available for rent at Rs. 23,000 per month . It is an unfurnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ","50,000",Unfurnished
2 BHK Apartment,900 sq ft,Lohegaon,Pune,18.62072754,73.91501617,23000,INR,2,Posted a month ago,"It’s a 2 bhk multistorey apartment situated in Pride World City World City, Lohegaon. It has area of 900 sqft and is available at a rent of Rs. 23,000. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,972 sq ft,Dhayari,Pune,18.45800209,73.78517914,23000,INR,2,Posted 2 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Nanded City Development Asawari, one of the most prestigious projects of Dhayari. It has an area of 972 sqft with a carpet area of 780 sqft . The property is available at a monthly rental of Rs. 23,000 . It is a 9 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Independent House,"2,300 sq ft",Bavdhan,Pune,18.5135746,73.76791382,85000,INR,3,Posted a month ago,"A spacious 3 bhk independent house is available for rental in Aditya Builders Pune Nisarg Tulips, Bavdhan, Pune. It has area of 2300 sqft and is available at a rent of Rs. 85,000. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 ac and 1 bed. Its main door is facing west direction. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Furnished
1 BHK Apartment,550 sq ft,Wadgaon Sheri,Pune,18.55271912,73.92081451,15000,INR,1,Posted 12 days ago,"A spacious 1 bhk multistorey apartment is available for rental in Wadgaon Sheri, Pune. It has a built-up area of 550 sqft and is available for rent at Rs. 15,000 per month . It is a semi-furnished property. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,600 sq ft,Pimple Nilakh,Pune,18.57625198,73.78787231,18000,INR,1,Posted 16 days ago,"This spacious 1 bhk multistorey apartment is available for rental and is located in Vaishnavi Builders Pune Sahil Heights, one of the most prestigious projects of Pimple Nilakh. It has area of 600 sqft and is available at a rent of Rs. 18,000. Its main door is facing east direction. It is a 8 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
3 BHK Apartment,"1,354 sq ft",Chinchwad,Pune,18.65039825,73.79167938,30000,INR,3,Posted a month ago,It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Please contact for more details.,No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Hadapsar,Pune,18.51910019,73.9276123,33000,INR,2,Posted a year ago,"A 2 bhk property is available for rental in Magarpatta City Sylvania, Hadapsar, Pune. It has area of 1200 sqft and is available at a rent of Rs. 33,000. It is a semi-furnished property. It has lift available as well as intercom. The project also has power backup, children's play area, gymnasium, club house and community hall. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,950 sq ft,Gultekdi,Pune,18.48172569,73.86858368,25000,INR,2,Posted a month ago,"It’s a 2 bhk multistorey apartment situated in Swaraj Homes Ganatra Complex, Gultekdi. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",No Deposit,Furnished
4 BHK Apartment,"2,400 sq ft",NIBM Annex Mohammadwadi,Pune,18.46113968,73.90831757,42000,INR,1,Posted 2 days ago,"A spacious 4 bhk multistorey apartment is available for rental in NIBM Annex Mohammadwadi, Pune. It has a built-up area of 2400 sqft and is available for rent at Rs. 42,000 per month . The house is unfurnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. "," 1,60,000",Unfurnished
2 BHK Apartment,"1,000 sq ft",Sus,Pune,18.55123901,73.75245667,24000,INR,2,Posted 3 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Teerth Realties Avila, one of the most prestigious projects of Sus. It has area of 1000 sqft and is available at a rent of Rs. 24,000. The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",No Deposit,Unfurnished
3 BHK Apartment,"1,400 sq ft",Baner,Pune,18.56738091,73.78688049,42000,INR,3,Posted a month ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Mantra Properties 99 Riverfront. It has an area of 1400 sqft with a carpet area of 1000 sqft . The property is available at a monthly rental of Rs. 42,000 . The house is semi-furnished. It has lift_available as well as power_backup. The project also has cctv, club_house, gymnasium, gated_community, swimming_pool, children's_play_area and community_hall. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"2,310 sq ft",Sopan Baug,Pune,18.51603508,73.90481567,60000,INR,3,Posted a month ago,"A 3 bhk property is available for rent in Sopan Baug, Pune. It is facing west direction. It is a 9 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",No Deposit,Unfurnished
2 BHK Apartment,980 sq ft,Narhe,Pune,18.44908524,73.82544708,12000,INR,1,Posted a month ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Suman Shilp. It has area of 980 sqft and is available at a rent of Rs. 12,000. The house is unfurnished. It is a ready-to-move-in property. It is well connected to the city areas. ",No Deposit,Unfurnished
3 BHK Villa,"3,000 sq ft",Wagholi,Pune,18.58425522,74.00540161,40000,INR,2,Posted 3 days ago,"It’s a 3 bhk villa situated in Kolte Patil Developers Ivy Villa, Wagholi, Pune. It has an area of 3000 sqft with a carpet area of 2800 sqft . The property is available at a monthly rental of Rs. 40,000 . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,980 sq ft,Dhanori,Pune,18.59009361,73.90274048,22000,INR,2,Posted 3 days ago,"A spacious 2 bhk multistorey apartment is available for rental in Bramha Realty Skycity, Dhanori, Pune. It has a built-up area of 980 sqft and is available for rent at Rs. 22,000 per month . It is a semi-furnished property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,665 sq ft",Katraj,Pune,18.4540329,73.86633301,35000,INR,3,Posted 2 days ago,"It has an area of 1665 sqft with a carpet area of 1260 sqft . The property is available at a monthly rental of Rs. 35,000 . It is a furnished property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Furnished
