house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,verificationDate,description,SecurityDeposit,Status
2 BHK Independent House,938 sq ft,Cholambedu,Chennai,13.11845016,80.12462616,11000,INR,2,Posted 17 hours ago,"It’s a 2 bhk independent house situated in Cholambedu, Chennai. The house is semi-furnished. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
4 BHK Independent House,"2,950 sq ft",tambaram west,Chennai,12.93381786,80.10272217,35000,INR,3,Posted 6 months ago,"This spacious 4 bhk independent house is available for rental and is located in the heart of tambaram west. It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,350 sq ft",Pallavaram,Chennai,12.96460342,80.14595795,23000,INR,2,Posted 6 months ago,"It’s a 3 bhk multistorey apartment situated in Olympia Group Grande, Pallavaram. It has an area of 1350 sqft with a carpet area of 1250 sqft . The property is available at a monthly rental of Rs. 23,000 . It is a semi-furnished property. It has club house as well as intercom. The project also has gymnasium, cctv, gated community, swimming pool, gated community, children's play area, lift available and power backup. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,200 sq ft",Devendra Nagar,Chennai,21.2576046,81.64476776,24000,INR,3,Posted 10 hours ago,"It has a built-up area of 1200 sqft and is available for rent at Rs. 24,000 per month . This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Furnished
2 BHK Independent House,700 sq ft,Virugambakkam,Chennai,13.05279255,80.19313049,14000,INR,2,Posted 2 months ago,"It has an area of 700 sqft with a carpet area of 699 sqft . The property is available at a monthly rental of Rs. 14,000 . This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,350 sq ft",Thiruvanmiyur,Chennai,12.97759914,80.25900269,25000,INR,3,Posted a year ago,"It has a built-up area of 1350 sqft and is available for rent at Rs. 25,000 per month . The house is semi-furnished. Its main door is facing west direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Independent Floor,"2,000 sq ft",Pallikaranai,Chennai,12.94186401,80.21625519,27500,INR,3,Posted a year ago,"This spacious 3 bhk builder floor is available for rental and is located in the heart of Pallikaranai. It has an area of 2000 sqft . The property is available at a monthly rental of Rs. 27,500 . It is an unfurnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. ",No Deposit,Unfurnished
1 RK Studio Apartment,220 sq ft,Adyar,Chennai,13.00117683,80.25649261,10000,INR,1,Posted a year ago,"A 1 rk property is available for rent in Adyar, Chennai. It has a built-up area of 220 sqft and is available for rent at Rs. 10,000 per month . The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"2,250 sq ft",tambaram west,Chennai,12.93717289,80.11148834,48950,INR,2,Posted 4 years ago,"It’s a 2 bhk multistorey apartment situated in tambaram west. It has an area of 2250 sqft . The property is available at a monthly rental of Rs. 48,950 . It is west facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",No Deposit,Unfurnished
4 BHK Apartment,"2,662 sq ft",Anna Nagar,Chennai,13.08247471,80.19474792,120000,INR,4,Posted 2 days ago,It has area of 2662 sqft and is available at a rent of Rs. 1.20 lac. It is a semi-furnished property. It is a 2 year old ready-to-move-in property. It is well connected to the city areas. Kindly call us for details.,No Deposit,Semi-Furnished
3 BHK Apartment,"2,401 sq ft",Teynampet,Chennai,13.04340076,80.25246429,180000,INR,3,Posted 12 days ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Teynampet. It has area of 2401 sqft and is available at a rent of Rs. 1.80 lac. The house is furnished. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ",No Deposit,Furnished
1 BHK Independent Floor,750 sq ft,Kottivakkam,Chennai,12.9711256,80.25946045,22000,INR,1,Posted 4 days ago,"It’s a 1 bhk builder floor situated in Kottivakkam, Chennai. It has an area of 750 sqft . The property is available at a monthly rental of Rs. 22,000 . It is northeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Please contact for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"2,400 sq ft",Thiruvanmiyur,Chennai,12.98309612,80.26016235,85000,INR,3,Posted 4 days ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in the heart of Thiruvanmiyur. It has a built-up area of 2400 sqft and is available for rent at Rs. 85,000 per month . The house is semi-furnished. It is west facing property. It is a ready-to-move-in property. It is well connected to the city areas. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,850 sq ft,Valasaravakkam,Chennai,13.04750061,80.17837524,15000,INR,1,Posted 2 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Valasaravakkam. It has an area of 850 sqft . The property is available at a monthly rental of Rs. 15,000 . The house is unfurnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
6 BHK Independent House,"5,500 sq ft",Neelankarai,Chennai,12.94916916,80.25458527,150000,INR,6,Posted a month ago,"It’s a 6 bhk independent house situated in Neelankarai. It has a built-up area of 5500 sqft and is available for rent at Rs. 1.50 lac per month . It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,794 sq ft",Porur,Chennai,13.03238869,80.16461945,38000,INR,3,Posted a month ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Appaswamy Real Estates Platina. It is a semi-furnished property. It has cctv as well as gymnasium. The project also has cctv, 1000 watts power back up for each unit, club house, lift available, swimming pool and gated community. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,300 sq ft",Medavakkam,Chennai,12.91428375,80.17589569,22000,INR,2,Posted 2 days ago,"A 3 bhk property is available for rent in Medavakkam, Chennai. It has an area of 1300 sqft with a carpet area of 1200 sqft . The property is available at a monthly rental of Rs. 22,000 . It is a ready-to-move-in property. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 1,30,000",Semi-Furnished
4 BHK Apartment,"2,300 sq ft",Navallur,Chennai,12.83792114,80.23193359,75000,INR,4,Posted 3 days ago,"It has an area of 2300 sqft . The property is available at a monthly rental of Rs. 75,000 . The house is semi-furnished. It is a 12 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Contact us for more details. "," 6,00,000",Semi-Furnished
1 RK Studio Apartment,200 sq ft,Nanganallur,Chennai,12.97206593,80.18242645,5000,INR,1,Posted 3 years ago,This spacious 1 rk builder floor is available for rental and is located in the heart of Nanganallur. The house is unfurnished. Its main door is facing south direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Kindly call us for details.,No Deposit,Unfurnished
